Track Name,Artist Name(s),Album Name,Popularity,Energy,Tempo
Lost on You,LP,Lost on You,78,0.724,174.006
Always,Bon Jovi,Bon Jovi Greatest Hits,0,0.678,141.42
Daylight (feat. Travis McCoy),"Kelly Rowland, Travis McCoy",Ms. Kelly: Deluxe Edition,23,0.926,102.988
I See You Baby (feat. Gramma Funk),"Groove Armada, Gramma Funk",Vertigo,37,0.838,122.023
Round Round,Sugababes,Angels With Dirty Faces,61,0.845,126.607
8 Letters,Why Don't We,8 Letters,0,0.478,88.979
The Ballad Of The Green Berets,Sgt. Barry Sadler,Ballads of The Green Berets,49,0.327,84.369
Leave Me Alone (Ruby Red Dress),Helen Reddy,Long Hard Climb,29,0.707,134.123
Lady What's Your Name,Swanee,Heart & Soul,0,0.476,84.894
Everything (feat. John Legend),"Ella Mai, John Legend",Ella Mai,61,0.456,103.85
Slow Hand,The Pointer Sisters,Black & White (Expanded Edition),64,0.558,110.77
One Step At a Time,Jordin Sparks,Jordin Sparks,0,0.692,102.028
If You Wanna Stay,The Griswolds,Be Impressive with Track by Track Commentary,29,0.933,116.51
Superstition - Single Version,Stevie Wonder,Song Review: A Greatest Hits Collection,0,0.658,100.541
Another Life,The Collective,Another Life,22,0.747,143.073
Don't Believe In Love,Sheppard,Don't Believe In Love,14,0.612,204.107
All My Loving - Remastered 2009,The Beatles,With The Beatles (Remastered),72,0.563,77.56
Officially Missing You,Tamia,More,55,0.407,178.258
Throw Your Hands Up (Dancar Kuduro),"Qwote, Pitbull, Lucenzo",Throw Your Hands Up (Dancar Kuduro),49,0.932,129.984
Drive,The Cars,Heartbeat City,70,0.606,111.441
Payphone,"Maroon 5, Wiz Khalifa",Payphone,0,0.756,109.999
Un-Break My Heart,Toni Braxton,The Essential Toni Braxton,0,0.41,109.962
Bedroom Eyes,Kate Ceberano,True Romantic - The Best of Kate Ceberano,0,0.725,142.169
What the Hell,Avril Lavigne,Goodbye Lullaby,0,0.932,150.014
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",Where Did You Go (feat. MNEK),82,0.782,127.034
Everyday People,Sly & The Family Stone,R&B: From Doo-Wop To Hip-Hop,58,0.619,114.58
Blue Sky Mine - Remastered,Midnight Oil,20000 Watt RSL - The Midnight Oil Collection,40,0.775,132.019
Sweet Disposition,The Temper Trap,Sweet Disposition,0,0.805,129.107
Strip That Down,"Liam Payne, Quavo",Strip That Down,0,0.485,106.028
Permission To Shine,Bachelor Girl,Waiting For The Day,37,0.796,164.033
Break My Heart,Dua Lipa,Break My Heart,68,0.729,113.012
Hound Dog,Elvis Presley,Elvis' Golden Records,68,0.756,86.895
Happy Birthday Helen,Things Of Stone and Wood,The Yearning,43,0.677,138.2
Jailbreak,Back In Black,Back in Black,16,0.775,131.72
Everlasting Love,Love Affair,The Everlasting Love Affair,58,0.569,120.531
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","Let Me Go (with Alesso, Florida Georgia Line & watt)",79,0.708,103.07
All Around The World,"Justin Bieber, Ludacris",Believe (Deluxe Edition),0,0.822,127.98
Too Good At Goodbyes - Edit,Sam Smith,Too Good At Goodbyes,0,0.378,91.835
I'm The Leader Of The Gang (I Am),Gary Glitter,Glitter,39,0.939,156.994
Baby Come Back,The Equals,The Equals - All the Hits Plus More,0,0.645,135.059
Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch",18 Months,77,0.929,127.934
What Happened to Us (feat. Jay Sean),"Jessica Mauboy, Jay Sean",Get 'Em Girls,33,0.818,154.083
Pepper,Butthole Surfers,Electriclarryland,67,0.804,79.898
You'll Lose A Good Thing,Barbara Lynn,You'll Lose A Good Thing,57,0.324,104.15
The Tears I Cried,The Glitter Band,20 Glittering Greats - the original hit recordings,15,0.586,131.682
Wedding Ring,The Easybeats,It's 2 Easy,23,0.981,115.3
Angel of the Morning,Merrilee Rush,Angel of the Morning,35,0.165,81.059
Daffodils (feat. Kevin Parker),"Mark Ronson, Kevin Parker",Uptown Special,57,0.538,108.945
My Guy,Mary Wells,Mary Wells Sings My Guy,63,0.581,126.615
Angels Brought Me Here,Guy Sebastian,Twenty Ten,50,0.415,130.111
Devil Gate Drive,Suzi Quatro,Quatro,0,0.94,135.541
American Boy (feat. Kanye West),"Estelle, Kanye West",Shine,1,0.729,117.932
All 4 Love,Color Me Badd,C.M.B.,57,0.75,106.389
So Much In Love,The Tymes,So Much In Love,0,0.493,75.576
Cool for the Summer,Demi Lovato,Confident (Deluxe Edition),54,0.609,114.048
Everybody Dance (feat. Nile Rodgers),"Cedric Gervais, Franklin, Nile Rodgers",Everybody Dance (feat. Nile Rodgers),3,0.928,123.953
Wish You Well,Bernard Fanning,Tea & Sympathy,64,0.717,122.713
I Will Always Love You,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,5,0.216,134.051
Shoot to Thrill,AC/DC,Back In Black,76,0.904,141.038
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",No Brainer,68,0.76,135.702
Run - Revised Album Version,Snow Patrol,Up To Now,0,0.65,149.148
Afterglow,Ed Sheeran,Afterglow,74,0.324,110.184
Wanted Dead Or Alive,Bon Jovi,Bon Jovi Greatest Hits,0,0.817,148.742
I Like It Both Ways,Supernaut,Supernaut,0,0.576,119.708
If I Had You,Adam Lambert,For Your Entertainment,59,0.908,131.147
Prisoner of Society,Freedom Under XRay,American Damage,9,0.945,142.834
Heaven Is A Place On Earth,Belinda Carlisle,Heaven on Earth (Remastered & Expanded Special Edition),72,0.901,122.851
Run to Paradise,Choirboys,Big Bad Noise,64,0.71,138.797
Blue,LeAnn Rimes,Blue,59,0.452,91.294
Hey Bitty - Main,Nitty,Players Paradise,0,0.931,139.944
The Right Kind of Love,Jeremy Jordan,Try My Love,37,0.634,178.064
Have You Never Been Mellow,Olivia Newton-John,Have You Never Been Mellow,52,0.324,121.802
All I Know So Far,P!nk,All I Know So Far,69,0.639,108.045
Move Away,Culture Club,From Luxury To Heartache,42,0.692,132.253
You Can Depend On Me,Brenda Lee,Classic Brenda Lee - The Universal Masters Collection,0,0.105,92.307
Have I Told You Lately - 2008 Remaster,Rod Stewart,Vagabond Heart (Expanded Edition),68,0.366,142.814
Selling The Drama,Live,Throwing Copper,61,0.914,124.42
All I Need Is You,Guy Sebastian,Just As I Am,29,0.646,105.052
Something's Burning,Kenny Rogers & The First Edition,Greatest Hits,10,0.397,94.021
Footsteps,Steve Lawrence,Footsteps,0,0.378,147.597
If I Were a Carpenter,Swanee,Heart & Soul,0,0.792,106.939
Dangerous (feat. Sam Martin),"David Guetta, Sam Martin",Listen,70,0.747,92.161
Say Something,"A Great Big World, Christina Aguilera",Is There Anybody Out There?,76,0.147,141.284
Stuck In A Moment You Can't Get Out Of,U2,U218 Singles (Deluxe Version),0,0.61,158.478
Because They’re Young,Duane Eddy,Twangy Guitar,0,0.777,120.568
Hall of Fame (feat. will.i.am),"The Script, will.i.am",#3 Deluxe Version,84,0.873,84.786
The Village of St. Bernadette,Andy Williams,Happy Heart: The Best Of Andy Williams,0,0.198,86.667
Here I Go Again - Radio Version,Whitesnake,Here I Go Again: The Whitesnake Collection,20,0.858,93.285
Malibu,Hole,Celebrity Skin,65,0.904,122.372
Who Are You,The Who,Who Are You,0,0.631,156.32
What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),77,0.926,149.976
Sail,AWOLNATION,Megalithic Symphony,78,0.436,119.051
I Hear You Knocking,Dave Edmunds,The Best Of The EMI Years,41,0.445,206.361
One Touch,"Jess Glynne, Jax Jones",Always in Between (Deluxe),61,0.693,124.206
A Little More Love,Olivia Newton-John,Hopelessly Devoted: The Hits,23,0.534,100.22
You've Lost That Lovin' Feelin' - 2006 Digital Remaster,Long John Baldry,Looking At Long John Baldry (The UA Years 1964-1966),23,0.335,95.739
Your Love,The Outfield,Play Deep,23,0.654,129.537
What You Waiting For?,Gwen Stefani,Love Angel Music Baby,70,0.948,136.027
Bones,Imagine Dragons,Bones,86,0.742,114.071
Real World,Matchbox Twenty,Yourself or Someone Like You,68,0.761,117.999
Please Mr. Postman,Carpenters,Horizon,0,0.514,132.955
Rude,MAGIC!,Rude,69,0.807,144.062
No Lies,Noiseworks,Greatest Hits,39,0.892,101.718
You Should Be Dancing,Bee Gees,Children Of The World,72,0.716,123.009
Have I Told You Lately,Russell Watson,Popera - Essential Classical Crossover,0,0.206,136.713
Pieces Of Me,Ashlee Simpson,Autobiography (International Version),0,0.799,173.999
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,82,0.638,184.086
Daddy Cool,Drummond,Lost Hits of the 70s and 80s,5,0.694,131.649
Two For My Seconds,Operator Please,Yes Yes Vindictive,13,0.704,131.704
SUGAR,BROCKHAMPTON,GINGER,74,0.538,122.973
"Whenever, Wherever",Shakira,Laundry Service,83,0.832,107.657
Little Green Bag - Single Edit,George Baker Selection,Golden Years Of Dutch Pop Music,62,0.701,103.026
Get Out My Head,Shane Codd,Get Out My Head,64,0.913,123.989
Havana (feat. Young Thug),"Camila Cabello, Young Thug",Havana (feat. Young Thug),1,0.517,104.992
Whistle (While You Work It),Katy Tiz,Whistle (While You Work It),50,0.932,161.96
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,83,0.45,178.765
Gangsta's Paradise,"Coolio, L.V.",Gangsta's Paradise,7,0.514,79.974
Slide,The Goo Goo Dolls,Dizzy up the Girl,76,0.843,112.423
Band On The Run - 2010 Remaster,Wings,Band On The Run (Standard),75,0.601,124.966
Gravy (For My Mashed Potatoes),Dee Dee Sharp,Cameo Parkway - The Best Of Dee Dee Sharp (Original Hit Recordings) [International Version],0,0.85,130.738
Paper Tiger,Sue Thompson,My Hero,2,0.734,133.983
Finger Poppin' Time,Hank Ballard & The Midnighters,All 20 Of Their Chart Hits 1953-1962,0,0.591,78.009
Cool For Cats,Squeeze,Cool For Cats,56,0.747,144.15
Roll To Me,Del Amitri,Twisted,66,0.821,150.106
Just A Feeling,Maroon 5,Hands All Over (Revised International Standard version),53,0.617,149.903
Wind It Up,Gwen Stefani,The Sweet Escape (UK Only Version),0,0.9,120.006
Clint Eastwood,Gorillaz,Gorillaz,79,0.694,167.953
Your Mama Don't Dance,"Brian Cadd, The Bootleg Family Band",The Best of Brian Cadd,0,0.817,142.014
Helen Wheels - Remastered 2010,Wings,Band On The Run (Archive Collection),38,0.693,146
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),92,0.869,143.011
Runaway,The Corrs,"Forgiven, Not Forgotten",65,0.598,151.972
Paperback Writer - Remastered 2009,The Beatles,The Beatles 1962 - 1966 (Remastered),51,0.685,157.394
Missing You,Ray Peterson,Best Music Legends,3,0.266,90.504
99 Luftballons,Nena,99 Luftballons,0,0.438,193.1
Raining Again,Moby,Hotel,40,0.785,117.827
Born To Be Wild - Single Version,Steppenwolf,Steppenwolf,72,0.734,145.703
All I Want Is You,U2,Rattle And Hum,0,0.442,185.723
See You Again,Miley Cyrus,See You Again,41,0.911,138.976
Gangsta Lovin',"Eve, Alicia Keys",Eve-Olution,0,0.84,94.332
Piece Of My Heart,Janis Joplin,Introducing the Dwights,0,0.883,80.687
Super Bass,Nicki Minaj,Pink Friday,0,0.867,127.033
We Are All Made Of Stars,Moby,18,0,0.563,112.024
Stay With Me - Darkchild Version,Sam Smith,Stay With Me,23,0.37,84.108
Replay,Iyaz,Replay,81,0.751,91.031
Wish You The Best,Lewis Capaldi,Wish You The Best,67,0.48,107.934
Go Crazy,"Chris Brown, Young Thug",Slime & B,79,0.578,94.148
Delilah,Tom Jones,Delilah,65,0.482,95.82
Take A Long Line,The Angels,40 Years of Rock - Vol. 1: 40 Greatest Studio Hits,0,0.662,181.7
Fancy,"Iggy Azalea, Charli XCX",The New Classic (Deluxe Version),48,0.716,94.974
Put 'Em High - StoneBridge & JJ Radio,"StoneBridge, Therese","Put 'Em High (2016 Remixes, Pt. 1)",45,0.935,127.988
Rock DJ,Robbie Williams,Sing When You're Winning,72,0.772,103.035
Funky Cold Medina,Tone-Loc,Loc-ed After Dark,61,0.633,117.493
"Baby, You Got What It Takes",Brook Benton,The Cruisin Story 1960,9,0.448,134.93
Mary Had A Little Boy,SNAP!,World Power,0,0.58,120.868
9 PM - Till I Come - Radio Edit,ATB,9 PM (Till I Come),45,0.941,130.254
Bodies,Robbie Williams,Reality Killed The Video Star,51,0.731,95.008
I Thought About You,The Beautiful Girls,Ziggurats,36,0.771,141.992
Lights And Sounds,Yellowcard,Lights And Sounds,66,0.972,167.819
Heartless,The Weeknd,After Hours,52,0.758,84.969
Life Is Good (feat. Drake),"Future, Drake",Life Is Good (feat. Drake),79,0.609,142.037
More Than a Feeling,Boston,Boston,0,0.682,108.736
"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet,Picture This (20th Anniversary Edition),74,0.689,84.09
Love Yourself,Justin Bieber,Love Yourself,0,0.376,100.084
Lonely (with benny blanco),"Justin Bieber, benny blanco",Lonely (with benny blanco),52,0.226,79.968
Walk On Water,Thirty Seconds To Mars,Walk On Water,0,0.778,139.963
Bossa Nova Baby,Elvis Presley,Fun in Acapulco,55,0.736,106.777
Live Louder,Nathaniel,Live Louder,33,0.706,117.038
I Turn To You,Melanie C,Northern Star,57,0.803,135.205
Four Walls,BROODS,Evergreen,35,0.638,60.03
Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",B.o.B Presents: The Adventures of Bobby Ray,78,0.853,103.993
Aussie As,Matt Scullion,Aussie As,40,0.34,76.959
Play,"DR., Kaelo Mula, Big Steppa",Play,1,0.334,108.724
Maria,P.J. Proby,In Town / Enigma,1,0.223,100.065
The Letter,"Hoobastank, Vanessa Amorosi",For(N)ever,35,0.88,155.055
Lil' Red Riding Hood,Sam The Sham & The Pharaohs,The Very Best Of,10,0.412,122.211
Sick Cycle Carousel,Lifehouse,No Name Face,0,0.8,95.481
Let's Get Rocked,Def Leppard,Adrenalize (Deluxe),60,0.888,91.989
Listen to Your Heart (Glee Cast Version),Glee Cast,"Glee: The Music, We Built This Glee Club",43,0.684,171.991
Islands In The Stream,Kenny Rogers with Dolly Parton,A Decade Of Hits,0,0.577,203.995
Always On Time,"Ja Rule, Ashanti",Pain Is Love,54,0.648,96.608
Say It,"Flume, Tove Lo",Skin,0,0.531,74.938
Even Flow,Pearl Jam,rearviewmirror (greatest hits 1991-2003),48,0.844,104.899
Unconditionally,Katy Perry,PRISM (Deluxe),63,0.725,128.861
Hey There Delilah - Bonus Track,Plain White T's,Every Second Counts,0,0.438,103.955
Maybe It’s My First Time,Meg Mac,Low Blows,37,0.645,90.975
Lucky Number,Lene Lovich,Lucky Number (The Best Of),29,0.733,153.778
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),83,0.699,92.96
Good People,Jack Johnson,In Between Dreams,68,0.586,176.104
Rock with You - Single Version,Michael Jackson,Off the Wall,80,0.535,114.031
Everybody,Justice Crew,Live By The Words,50,0.89,127.978
Lights,Journey,The Essential Journey,45,0.61,205.586
I Just Called To Say I Love You - Single Version,Stevie Wonder,The Definitive Collection,0,0.542,113.552
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer, Travis Scott, Camila Cabello, Quavo",Know No Better,32,0.814,119.041
Everything I Own,Bread,Baby I'm-a Want You,74,0.338,79.241
Sugar,Maroon 5,V,85,0.788,120.076
Shadow Dancing,Andy Gibb,Shadow Dancing,54,0.598,101.933
Hold the Line,TOTO,Toto,84,0.898,96.556
Runaround Sue - Remastered 1991,Dion,The Best Of Dion & The Belmonts,46,0.567,78.227
24K Magic,Bruno Mars,24K Magic,83,0.803,106.97
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],85,0.766,127.96
The Others - Radio Edit,"TV Rock, Dukes of Windsor",The Others,0,0.848,124.938
Boogie Woogie Bugle Boy,Bette Midler,The Divine Miss M,43,0.647,98.49
Spill The Wine,"Eric Burdon, War",Boogie Nights / Music From The Original Motion Picture,49,0.528,120.368
Rushing Back,"Flume, Vera Blue",Rushing Back,65,0.612,136.046
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],85,0.811,116.047
Like Sister and Brother,The Drifters,Legends,43,0.665,81.092
By Your Side (feat. Tom Grennan),"Calvin Harris, Tom Grennan",By Your Side (feat. Tom Grennan),76,0.96,124.01
Levels - Radio Edit,Avicii,Levels,84,0.889,126.04
Say So,Doja Cat,Hot Pink,81,0.673,110.962
Señorita,"Shawn Mendes, Camila Cabello",Señorita,82,0.54,116.947
Shalala Lala,Vengaboys,Greatest Hits!,0,0.902,124.017
Who Am I (What's My Name)?,Snoop Dogg,Doggystyle,2,0.833,96.814
Take Me Over,"Peking Duk, SAFIA",Take Me Over,0,0.802,97.146
Can We Pretend (feat. Cash Cash),"P!nk, Cash Cash",Hurts 2B Human,55,0.806,115.172
"Jumpin', Jumpin'",Destiny's Child,The Writing's On The Wall,75,0.685,88.997
Another Night On The Road,Sherbet,Sherbet,0,0.636,128.484
POWER - Album Version (Edited),Kanye West,My Beautiful Dark Twisted Fantasy,53,0.925,154.072
Sadeness - Pt. 1 / Radio Edit,Enigma,The Platinum Collection,46,0.626,95.701
Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),79,0.786,126.755
Red Roses for a Blue Lady (Rerecorded),Vic Dana,Red Roses For A Blue Lady / Crystal Chandelier,17,0.362,110.045
California - Tchad Blake Mix,Phantom Planet,The Guest (Expanded Edition),67,0.805,158.459
3 Words,"Cheryl, will.i.am",3 Words,43,0.58,130.024
Songbird,Bernard Fanning,Tea & Sympathy,31,0.776,80.54
Breaking Up The Girl - 2021 Remaster,Garbage,beautiful garbage (20th Anniversary / Deluxe),14,0.675,125.028
Long Live The Weekend,The Living End,State of Emergency,26,0.943,167.67
When Will I Be Famous?,Bros,Push (Deluxe Edition),47,0.801,123.471
Let Me Down Easy,Sheppard,Bombs Away,45,0.588,144.979
That's Not My Name,The Ting Tings,We Started Nothing,56,0.901,145.042
Instant Replay,Dan Hartman,Keep The Fire Burnin',45,0.724,128.925
Master Blaster (Jammin'),Stevie Wonder,Hotter Than July,66,0.422,131.103
The Flame,Cheap Trick,Lap Of Luxury,68,0.581,97.074
This Boys In Love,The Presets,Apocalypso (Deluxe),45,0.971,122.948
Big Bad John,Jimmy Dean,The Best Of Jimmy Dean,58,0.457,173.934
Candy Girl,New Edition,Candy Girl,54,0.623,103.799
Like The Way I Do,Melissa Etheridge,Greatest Hits - The Road Less Traveled,0,0.931,101.548
Wannabe,Spice Girls,Spice,84,0.864,110.008
Asshole,Denis Leary,No Cure For Cancer,0,0.664,172.866
Harder To Breathe,Maroon 5,Songs About Jane: 10th Anniversary Edition,67,0.908,149.941
Middle,"DJ Snake, Bipolar Sunshine",Encore,79,0.695,104.879
Demons,Imagine Dragons,Night Visions,78,0.71,89.938
Wig Wam Bam,Sweet,Best Of...,35,0.781,126.575
Romeo And Juliet,Dire Straits,The Best of Dire Straits & Mark Knopfler - Private Investigations (Limited Edition),0,0.455,87.469
"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),77,0.719,95.769
All You Need,Alex Lloyd,Alex Lloyd,12,0.753,99.984
Too Many Times,Mental As Anything,Essential As Anything,35,0.862,159.434
Living Without You,"Sigala, David Guetta, Sam Ryder",Every Cloud - Silver Linings,60,0.89,125.003
Losing My Religion,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,0,0.849,125.429
You're so Vain,Chocolate Starfish,Chocolate Starfish,40,0.844,107.888
Rock and Roll Ain't Noise Pollution,AC/DC,Back In Black,67,0.659,94.853
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,0,0.669,122.668
Proud Mary,Creedence Clearwater Revival,Bayou Country (Expanded Edition),79,0.641,120.745
Live While We're Young,One Direction,Take Me Home: Yearbook Edition,0,0.837,126.015
You're No Good,Linda Ronstadt,Heart Like A Wheel,65,0.52,104.812
It's Only Make Believe - Re-recorded,Conway Twitty,Greatest Hits - Finest Performances,37,0.381,115.2
Lifestyles of the Rich & Famous,Good Charlotte,The Young and The Hopeless,73,0.93,106.22
Don't Lose My Number - 2016 Remaster,Phil Collins,No Jacket Required (Deluxe Edition),44,0.833,80.575
"Turn Around (5,4,3,2,1)",Flo Rida,Only One Flo (Part 1),65,0.835,128.018
Open Up Your Eyes,Tonic,Lemon Parade,0,0.902,98.624
Nasty Girl,Destiny's Child,Survivor,42,0.881,129.923
Footloose,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",76,0.895,174.089
#thatPOWER,"will.i.am, Justin Bieber",#willpower (Deluxe),0,0.603,127.997
My Home Town,Paul Anka,His Big 15 Plus 2,13,0.512,117.453
Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad,69,0.827,174.013
Harbor Lights,The Platters,The Best Of The Platters,0,0.283,83.178
Runnin',"2Pac, The Notorious B.I.G.",American Gangstaz,0,0.502,82.952
M.O.B.,Tkay Maidza,M.O.B.,38,0.848,137.934
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),0,0.843,139.136
He'll Have to Go,Jim Reeves,The Essential Jim Reeves,52,0.186,81.181
Eat It,"""Weird Al"" Yankovic","The Essential ""Weird Al"" Yankovic",49,0.811,147.423
The Way You Move (feat. Sleepy Brown),"Outkast, Sleepy Brown",Speakerboxxx/The Love Below,0,0.597,125.999
How Deep Is Your Love,Bee Gees,Greatest,79,0.357,104.938
I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,82,0.726,136.048
Confessions Of A Broken Heart (Daughter To Father) - Radio,Lindsay Lohan,A Little More Personal (RAW),0,0.721,120.033
You Make Me Wanna...,Usher,My Way,72,0.639,164.088
He's so Shy,The Pointer Sisters,Special Things (Bonus Track Version),58,0.736,115.149
Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,40,0.547,108.375
Always On The Run,Lenny Kravitz,Greatest Hits,42,0.946,169.222
Lionheart (Fearless),"Joel Corry, Tom Grennan",Lionheart (Fearless),78,0.967,125.982
Always Look On The Bright Side Of Life,Monty Python,Monty Python Sings,62,0.535,120.071
Let's Dance - Radio Edit,Five,Greatest Hits,30,0.853,117.992
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,"Diddy, 112, Faith Evans",No Way Out (2014 Remaster),74,0.619,109.92
The Honeymoon Is Over,The Cruel Sea,The Honeymoon Is Over,54,0.754,94.438
UP!,Samantha Jade,UP!,32,0.902,126.004
Thriller,Michael Jackson,Thriller 25 Super Deluxe Edition,73,0.859,118.459
Summer Love,Justin Timberlake,FutureSex/LoveSounds,72,0.591,95.802
(Everything I Do) I Do It For You,Bryan Adams,The Best Of Me,0,0.47,131.214
Accidently Kelly Street,Frente!,Marvin The Album,44,0.608,152.745
Dear Future Husband,Meghan Trainor,Title (Deluxe),78,0.782,79.427
"Fastlove, Pt. 1",George Michael,Older,68,0.64,104.444
Pop Muzik - 12 Inch Version,"M, Robin Scott, Nick Launay","New York, London, Paris, Munich",54,0.727,110.8
Stay With Me,Sam Smith,In The Lonely Hour,2,0.419,85.014
She's Like The Wind - Remastered 2003,Patrick Swayze Featuring Wendy Fraser,Ultimate Dirty Dancing,0,0.526,125.218
Wings of a Dove,"Ferlin Husky, Hank Locklin",Country Greats,34,0.319,177.489
The Two of Us,"Jackie Trent, Tony Hatch",Hatchbox: The Original Album Collection,19,0.591,94.008
Thursday,Jess Glynne,Always in Between (Deluxe),63,0.554,111.989
Just The Thing,"Paul Mac, Peta Morris",3000 Feet High,39,0.695,123.013
Total Control,The Motels,The Motels,50,0.287,166.401
Want to Want Me,Jason Derulo,Everything Is 4,80,0.68,114.025
Hit Me With Your Rhythm Stick,"Ian Dury, The Blockheads",Sex&Drugs&Rock&Roll - The Essential Collection,0,0.861,104.299
Let's Go All The Way,Sly Fox,Lost Hits Of The 80's (Vol. 2),49,0.714,98.149
Without Me,Halsey,Without Me,78,0.488,136.041
The Rhythm of the Night,Corona,The Rhythm of the Night,75,0.805,127.808
pov,Ariana Grande,Positions,77,0.534,131.798
You Make Me Feel Brand New,"The Stylistics, Airrion Love, Russell Thompkins\, Jr.",The Best Of The Stylistics,0,0.219,154.275
Yesterdays Hero,John Paul Young,I Hate the Music,46,0.839,143.221
The Hucklebuck,Brendan Bowyer & The Royal Showband,The Best Of The Royal Showband,36,0.932,79.093
So Into You,Tamia,Tamia,70,0.479,184.374
Primadonna,MARINA,Electra Heart (Deluxe),76,0.689,127.98
I'm Not The Only One,Sam Smith,In The Lonely Hour,0,0.487,81.994
Suspicious Minds,Elvis Presley,From Elvis in Memphis,77,0.382,116.557
All I Know So Far,P!nk,All I Know So Far,43,0.638,107.946
You're Beautiful,James Blunt,Back to Bedlam,67,0.479,81.998
Helena Beat,Foster The People,Torches,67,0.876,126.968
All Your Reasons,Matchbox Twenty,Exile on Mainstream (International),34,0.816,142.17
Blame It on Me,George Ezra,Wanted on Voyage,0,0.745,103.971
Isn't It Time,The Babys,Broken Heart,0,0.93,117.265
Lovefool - Radio Edit,The Cardigans,First Band On The Moon,23,0.602,111.87
Put Down That Weapon,Midnight Oil,Diesel And Dust,0,0.393,109.051
Long As I Live,Toni Braxton,Sex & Cigarettes,55,0.749,89.989
Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,"Master KG, Nomcebo Zikode, Burna Boy",Jerusalema (feat. Burna Boy & Nomcebo Zikode) [Remix],52,0.449,124.021
Eyes Closed,Ed Sheeran,Eyes Closed,87,0.526,107.071
Scream,Usher,Looking 4 Myself (Deluxe Version),0,0.862,127.992
Manic Monday,The Bangles,Different Light,59,0.616,121.63
Bigger,Stan Walker,Bigger,26,0.478,77.58
Just Hold On,"Steve Aoki, Louis Tomlinson",Just Hold On,0,0.933,115
End Of The Line,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",74,0.836,167.026
Fight Song,Rachel Platten,Fight Song,0,0.697,175.962
Two of Hearts,Stacey Q,Better Than Heaven,64,0.506,130.717
American Psycho,Treble Charger,Wide Awake Bored,45,0.913,141.871
Baby,PNAU,PNAU (Tour Edition),0,0.947,127.997
"Truly, Madly, Deeply",Cascada,Truly Madly Deeply,33,0.628,84.031
Echo Beach,Martha and the Muffins,Metro Music,61,0.746,163.809
Crying,Roy Orbison,Crying,62,0.293,96.685
Everybody Get Up - Radio Edit,Five,Greatest Hits,42,0.885,96
Nights With You,MØ,Nights With You,59,0.671,120.06
Have I the Right,The Honeycombs,The Best Of The Honeycombs,46,0.891,142.216
"Hey, Soul Sister",Train,"Save Me, San Francisco",0,0.89,97.012
"Little Ole Wine Drinker, Me",Dean Martin,The Essential Dean Martin,45,0.488,122.815
Freestyler,Bomfunk MC's,Freestyler,59,0.922,163.826
My Generation - Mono Version,The Who,The Who Sings My Generation (U.S. Version),55,0.787,94.798
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),83,0.836,113.375
Living For Love,Madonna,Rebel Heart,0,0.785,123.005
Physical,Olivia Newton-John,Gold,0,0.823,124.287
Every Hour,KIAN,Every Hour,40,0.505,79.946
Crying for No Reason,Katy B,Little Red (Deluxe),45,0.701,111.945
It's Christmas Time (feat. Dan Caplen),"Macklemore, Dan Caplen",It's Christmas Time (feat. Dan Caplen),34,0.536,84.922
The Nights,Avicii,The Days / Nights,89,0.835,125.983
Yeah 3x,Chris Brown,Yeah 3x,0,0.883,129.999
